Name,symbol,AssetType,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate,Valuation
Intapp Inc. Common Stock,INTA,Common Stock,"Intapp, Inc., through its subsidiary, Integration Appliance, Inc., provides industry-specific cloud-based software solutions for the financial and professional services industry in the United States, the United Kingdom, and internationally. The company is headquartered in Palo Alto, California.",1565687,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"3101 PARK BLVD, PALO ALTO, CA, UNITED STATES",June,2021-12-31,1490015000,2360000,None,None,4.306,0,0,-1.864,5.46,-0.309,-0.244,-0.0863,-0.579,243792000.0,140259000.0,-1.864,0.0,0.305,35.57,-,-,6.11,5.48,7.49,-,None,40.91,17.07,21.73,26.97,61419000.0,None,None,1334634870.0
Oaktree Specialty Lending Corporation,OCSL,Common Stock,None,1414932,NASDAQ,USD,USA,TECHNOLOGY,GENERAL,NONE,September,2021-12-31,1349908000,None,6.09,0.934,7.34,0.55,0.0856,1.228,1.373,0.894,0.649,0.0426,0.184,236122000.0,209385000.0,1.228,-0.53,0.7,8.25,6.09,10.44,5.72,1.009,-,-,1.423,7.64,5.78,7.42,7.27,180469000.0,2022-03-31,2022-03-14,1339079980.0
SmartRent Inc,SMRT,Common Stock,"SmartRent, Inc., an enterprise software company, provides an integrated operating system for smart homes to residential property owners and operators, home builders, institutional home buyers, developers and residents of the United States. The company is headquartered in Scottsdale, Arizona.",1837014,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,"18835 N. THOMPSON PEAK PARKWAY, SUITE 300, SCOTTSDALE, AZ, US",December,2021-12-31,1005283000,None,None,None,2.319,0,0,-0.963,1.481,-0.65,-0.645,-0.131,-0.298,110637000.0,-10088000.0,-0.963,0.0,1.549,8.26,-,-,9.09,2.56,11.1,-,None,15.14,4.94,6.94,9.89,194070000.0,None,None,1346845800.0
Domo Inc,DOMO,Common Stock,"Domo, Inc. operates a cloud-based platform in the United States. The company is headquartered in American Fork, Utah.",1505952,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"772 EAST UTAH VALLEY DRIVE, AMERICAN FORK, UT, US",January,2022-01-31,1731185000,-115260000,None,None,-0.178,0,0,-3.189,8.06,-0.396,-0.346,-0.242,0.0,257961000.0,190815000.0,-3.189,0.0,0.231,87.67,-,-,6.71,-,6.79,-,2.681,98.35,36.07,45.72,68.92,29730200.0,None,None,1359264744.0
Formula One Group,FWONA,Common Stock,Formula One Group is dedicated to the motorsports business. ,1560385,NASDAQ,USD,USA,TECHNOLOGY,TELEVISION BROADCASTING STATIONS,"12300 LIBERTY BOULEVARD, ENGLEWOOD, CO, US",December,2021-12-31,15972384000,437000000,None,-0.5,27.3,0,0,-0.818,9.2,-0.089,0.0187,0.0022,-0.0178,2136000000.0,647000000.0,-0.818,-0.025,0.623,63.76,-,294.12,7.48,2.235,7.96,46.85,1.198,63.87,37.8,55.95,50.79,24321100.0,None,None,1360765545.0
Unisys Corporation,UIS,Common Stock,"Unisys Corporation is a global information technology services company. The company is headquartered in Blue Bell, Pennsylvania.",746838,NYSE,USD,USA,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,"801 LAKEVIEW DRIVE, SUITE 100, BLUE BELL, PA, US",December,2021-12-31,1475739000,187500000,None,-0.52,-24.35,0,0,-6.75,30.92,-0.218,-0.183,-0.0915,0.0,2054400000.0,577100000.0,-6.75,0.0,-0.065,39.75,-,9.9,0.718,-,0.775,6.43,0.454,28.6,16.66,20.41,22.13,67632000.0,None,1990-06-18,1380369120.0
PROS Holdings Inc,PRO,Common Stock,"PROS Holdings, Inc. provides solutions that optimize sales and purchase processes in the digital economy globally. The company is headquartered in Houston, Texas.",1392972,NYSE,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,"3200 KIRBY DR., SUITE 600, HOUSTON, TX, US",December,2021-12-31,1542558000,-36066000,None,-2.87,0.081,0,0,-1.831,5.67,-0.323,-0.286,-0.087,-1.347,251423000.0,146498000.0,-1.831,0.0,0.068,47,-,-,6.14,429.4,6.55,-,1.531,50.9,23.08,30.69,36.28,45038200.0,None,None,1382222358.0
Freshworks Inc. Class A Common Stock,FRSH,Common Stock,"Papa Murphy's Holdings, Inc. owns, operates and franchises Take? The company is headquartered in Vancouver, Washington.",1544522,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"2950 S. DELAWARE ST., SUITE 201, SAN MATEO, CA, US",December,2021-12-31,5076340000,None,None,None,4.53,0,0,-21.73,2.84,-0.517,-0.541,-0.136,-0.267,371022000.0,292992000.0,-21.73,0.0,0.445,31.75,-,-,13.68,4.744,12.26,13106.14,None,53.36,15.6,19.57,29.22,71656000.0,None,None,1402307920.0
Veeco Instruments Inc,VECO,Common Stock,"Veeco Instruments Inc., develops, manufactures, sells and supports semiconductor and thin film process equipment primarily to manufacture electronic devices globally. The company is headquartered in Plainview, New York.",103145,NASDAQ,USD,USA,TECHNOLOGY,"SPECIAL INDUSTRY MACHINERY, NEC","TERMINAL DRIVE, PLAINVIEW, NY, US",December,2021-12-31,1344888000,83099000,54.27,0.53,8.64,0,0,0.49,11.89,0.0446,0.0978,0.0397,0.0616,583277000.0,242274000.0,0.49,16.0,0.101,36,54.27,18.05,2.306,3.402,2.626,19.12,1.337,32.4,20.13,27.79,25.22,50579000.0,None,None,1405590410.0
Taboola.com Ltd. Ordinary Shares,TBLA,Common Stock,None,1840502,NASDAQ,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","16 MADISON SQUARE WEST, 7TH FLOOR, NEW YORK, NY, UNITED STATES",December,2021-12-31,1206330000,46278000,None,None,3.28,0,0,-0.258,9.65,-0.0181,-0.005,-0.0039,-0.0507,1378458000.0,441071000.0,-0.258,-0.611,0.16,11.43,-,20.2,0.875,1.692,0.974,33.7,None,11.44,4.31,5.99,7.98,237935000.0,None,None,1425230650.0
Samsara Inc.,IOT,Common Stock,"Income Opportunity Realty Investors, Inc. (IOT) is dedicated to investing in real estate. ",1642896,NYSE,USD,USA,TECHNOLOGY,GENERAL,NONE,January,2022-01-31,8293032000,None,None,0,1.956,0,0,-1.279,1.543,-0.829,-0.823,-0.179,-0.505,428345000.0,303861000.0,-1.279,0.0,0.656,27,-,-,19.36,8.7,18.28,-,None,31.41,0.14,17.91,20.15,80138000.0,None,None,1435271580.0
Health Catalyst Inc,HCAT,Common Stock,"Health Catalyst, Inc. provides data and analytics technology and services to healthcare organizations. The company is headquartered in South Jordan, Utah.",1636422,NASDAQ,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","3165 E. MILLROCK, SUITE 400, SALT LAKE CITY, UT, US",December,2021-12-31,1473983000,-39332000,None,None,9.92,0,0,-3.226,5.09,-0.633,-0.471,-0.101,-0.384,241926000.0,117760000.0,-3.226,0.0,0.215,40.08,-,-,6.09,2.792,5.03,-,0.907,59.5,20.39,26.92,43.51,53347000.0,None,None,1436101240.0
Algoma Steel Group Inc. Common Shares,ASTL,Common Stock,Algoma Steel Group Inc. produces and sells steel products in Canada and the United States. ,1860805,NASDAQ,USD,USA,TECHNOLOGY,GENERAL,NONE,March,2021-12-31,1745793000,1315500000,2.18,None,7.98,0,0.0178,5.41,32.8,0.208,0.351,0.0,0.0,3502700000.0,117800000.0,5.41,0.0,1.477,19.83,2.18,4.047,0.498,2.424,0.358,1.147,None,13.57,7.95,9.82,10.44,147958000.0,2022-03-31,2022-02-25,1452947560.0
Tennant Company,TNC,Common Stock,"Tennant Company designs, manufactures and markets floor cleaning equipment in America, Europe, the Middle East, Africa and Asia Pacific. The company is headquartered in Eden Prairie, Minnesota.",97134,NYSE,USD,USA,TECHNOLOGY,REFRIGERATION & SERVICE INDUSTRY MACHINERY,"701 N LILAC DR, PO BOX 1452, MINNEAPOLIS, MN, US",December,2021-12-31,1471578000,141100000,23.03,2.01,23.4,0.94,0.0126,3.44,58.96,0.0595,0.0807,0.0513,0.154,1090800000.0,438800000.0,3.44,2.193,0.012,90.5,23.03,21.1,1.349,3.495,1.56,12.66,1.019,86.34,69.7,78.57,78.18,18573500.0,2022-03-15,2022-03-02,1459319894.9999998
Partner Communications Company Ltd,PTNR,Common Stock,"Partner Communications Company Ltd. provides various telecommunications services in Israel. The company is headquartered in Rosh Haayin, Israel.",1096691,NASDAQ,USD,USA,TECHNOLOGY,GENERAL,NONE,December,2021-12-31,1531116000,None,None,0,2.356,0,0,-0.023,0.0,0.0342,0.0,0.0194,0.0642,0.0,631000000.0,-0.023,12.76,0.056,22,-,-,1.498,2.722,0.625,2.389,0.77,9.27,3.92,8.0,5.99,185141000.0,2012-09-18,2012-08-27,1481128000.0
Lindsay Corporation,LNN,Common Stock,"Lindsay Corporation provides road infrastructure and water management products and services in the United States and internationally. The company is headquartered in Omaha, Nebraska.",836157,NYSE,USD,USA,TECHNOLOGY,FARM MACHINERY & EQUIPMENT,"2222 N 111TH STREET, OMAHA, NE, US",August,2021-11-30,1675047000,78451000,38.69,2.55,31.16,1.31,0.0086,3.946,57.33,0.0694,0.0952,0.0607,0.134,625313000.0,150205000.0,3.946,0.108,0.532,184,38.69,-,2.679,4.955,2.745,22.4,0.401,178.09,117.97,137.14,151.24,10972400.0,2022-02-28,2022-02-11,1504754935.9999998
MeridianLink Inc.,MLNK,Common Stock,"Steel Connect, Inc., provides logistics and supply chain services to the consumer electronics, communications, computing, medical device, software, storage, retail, and other industries. The company is headquartered in Waltham, Massachusetts.",1834494,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1600 SUNFLOWER AVE STE 200, COSTA MESA, CA, US",December,2021-12-31,1489605000,88889000,None,None,6.98,0,0,-0.485,4.195,-0.0373,0.144,0.0241,-0.0235,267676000.0,190573000.0,-0.485,0.0,0.187,25.67,-,94.34,5.57,2.7,6.78,23.21,None,29.0,16.07,18.73,21.73,80519000.0,None,None,1508120870.0
The E.W. Scripps Company,SSP,Common Stock,"EW Scripps Company is a media company through a portfolio of local and national media brands. The company is headquartered in Cincinnati, Ohio.",832428,NASDAQ,USD,USA,TECHNOLOGY,TELEVISION BROADCASTING STATIONS,"312 WALNUT STREET, CININNATI, OH, US",December,2021-12-31,1737446000,581858000,25.73,12.81,18.9,0,0,0.817,27.74,0.0537,0.184,0.0456,0.074,2283532000.0,1177306000.0,0.817,-0.851,0.053,26.17,25.73,5.98,0.761,1.116,2.342,10.4,1.734,23.61,16.0,21.33,19.66,70724000.0,2020-12-24,2020-12-14,1508542919.9999998
Paramount Global,PARAA,Common Stock,None,813828,NASDAQ,USD,USA,TECHNOLOGY,TELEVISION BROADCASTING STATIONS,"1515 BROADWAY, NEW YORK, NY, US",December,2021-12-31,24373484000,4391000000,5.8,1.17,34.57,0.96,0.0238,6.94,44.6,0.159,0.14,0.0449,0.227,28586000000.0,10842000000.0,6.94,1.326,0.164,40,5.8,14.56,0.853,1.181,1.326,5.76,1.485,50.21,30.97,37.16,40.18,40707500.0,2022-04-01,2022-03-14,1512690699.9999998
Vertical Aerospace Ltd,EVTL,Common Stock,None,1867102,NYSE,USD,USA,TECHNOLOGY,GENERAL,NONE,December,2021-06-30,1461854000,None,None,None,17.33,0,0,-350.42,1.001,0.0,-93.24,0.0,0.0,104000.0,43000.0,-350.42,0.0,0.347,None,-,-,14056.28,496.08,14609.8,-,None,18.44,6.29,7.31,9.13,209135000.0,None,None,1528776850.0
Extreme Networks Inc,EXTR,Common Stock,"Extreme Networks, Inc. provides software-driven networking solutions for businesses, data centers, and service provider customers globally. The company is headquartered in San Jose, California.",1078271,NASDAQ,USD,USA,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT,"3585 MONROE STREET, SANTA CLARA, CA, US",June,2021-12-31,1585444000,118091000,39.33,0.88,0.539,0,0,0.312,8.49,0.0369,0.0651,0.0448,0.91,1080105000.0,585123000.0,0.312,0.0,0.16,16.3,39.33,-,1.468,23.5,1.688,16.03,1.942,16.61,8.66,11.97,11.72,129213000.0,None,None,1546679610.0
Sapiens International Corporation N.V,SPNS,Common Stock,"Sapiens International Corporation NV provides software solutions for the insurance and financial services industries in North America, Europe, Asia Pacific, and South Africa. The company is headquartered in Holon, Israel.",885740,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"KAYA RICHARD J BEAUJON, WILLEMSTAD CURACAO NETHERLANDS, CURACAO NETHERLANDS, AN",December,2021-12-31,1426734000,78478000,30.48,5.92,7.38,0.37,0.0146,0.85,8.41,0.102,0.125,0.0503,0.119,461035000.0,187844000.0,0.85,0.643,0.173,34.5,30.48,29.59,3.095,3.558,3.02,16.16,1.429,38.32,24.3,28.09,30.15,55065000.0,2021-05-11,2021-04-26,1546775850.0
Amplitude Inc. Class A Common Stock,AMPL,Common Stock,None,1866692,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"201 THIRD STREET, SUITE 200, SAN FRANCISCO, CA, US",December,2021-12-31,2062712000,None,None,None,2.785,0,0,-1.46,3.257,-0.448,-0.443,-0.161,-0.351,167261000.0,115497000.0,-1.46,0.0,0.643,36.33,-,-,12.33,6.95,10.9,-,None,87.98,15.17,26.41,46.93,58802000.0,None,None,1552960820.0
8x8 Inc,EGHT,Common Stock,"8x8, Inc. provides enterprise-class voice, video, chat, contact center and contact center application programmable interface (API) software solutions for small and medium-sized businesses, medium-sized and large businesses, government agencies, and other organizations to world level. The company is headquartered in Campbell, California.",1023731,NYSE,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"675 CREEKSIDE WAY, CAMPBELL, CA, UNITED STATES",March,2021-12-31,1544220000,-91079000,None,0.532,1.043,0,0,-1.576,5.42,-0.291,-0.246,-0.128,-1.229,601477000.0,302194000.0,-1.576,0.0,0.148,22.97,-,36.36,2.567,13.22,3.046,-,1.097,35.25,10.01,13.14,20.32,118331000.0,None,None,1554869340.0
KnowBe4 Inc,KNBE,Common Stock,"KnowBe4, Inc. participates in the development of security awareness training and a mock phishing platform. The company is headquartered in Clearwater, Florida.",1664998,NASDAQ,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","33 NORTH GARDEN AVENUE, SUITE 1200, CLEARWATER, FL, US",December,2021-12-31,6478605000,7051000,None,None,1.247,0,0,-0.101,2.106,-0.0481,-0.0268,-0.0109,-0.111,246298000.0,211183000.0,-0.101,9.99,0.406,31.25,-,181.82,26.3,18.85,15.57,630.89,None,36.66,16.77,21.46,23.79,72765000.0,None,None,1561536900.0
The Lion Electric Company,LEV,Common Stock,"The Lion Electric Company manufactures fully electric medium and heavy duty urban vehicles in North America. The company is headquartered in Saint-Jrme, Canada.",1834974,NYSE,USD,USA,TECHNOLOGY,GENERAL,NONE,December,2021-12-31,1554236000,1437100,None,None,1.94,0,0,-0.27,0.356,-0.751,-1.839,-0.185,-0.317,57710000.0,45460.0,-0.27,0.0,0.694,None,-,-,26.93,4.514,25.93,-,None,23.45,6.77,8.23,11.61,190003000.0,None,None,1563724690.0
United States Cellular Corporation,USM,Common Stock,"United States Cellular Corporation provides wireless telecommunications services in the United States. The company is headquartered in Chicago, Illinois.",821130,NYSE,USD,USA,TECHNOLOGY,RADIOTELEPHONE COMMUNICATIONS,"8410 W BRYN MAWR AVE, STE 700, CHICAGO, IL, US",December,2021-12-31,2696513000,869000000,17.74,1.283,52.87,0,0,1.77,47.93,0.0376,0.0463,0.0119,0.0355,4122000000.0,2214000000.0,1.77,4.043,-0.004,38.75,17.74,14.29,0.654,0.578,1.509,6.02,0.634,39.96,25.44,29.85,31.92,52870000.0,2013-06-25,2013-06-07,1578169500.0
WideOpenWest Inc,WOW,Common Stock,"WideOpenWest, Inc. provides high-speed data, cable television, and digital phone services to residential and business customers in the United States. The company is headquartered in Englewood, Colorado.",1701051,NYSE,USD,USA,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,"7887 EAST BELLEVIEW AVENUE, SUITE 1000, ENGLEWOOD, CO, US",December,2021-12-31,1565944000,174100000,1.912,0.19,6.53,0,0,9.31,8.77,1.062,0.0066,0.0014,-0.383,725700000.0,357300000.0,9.31,72.18,-0.047,23,1.912,38.31,2.158,2.779,2.967,9.73,2.029,23.93,12.34,18.08,19.74,87925000.0,None,None,1589683999.9999998
Stratasys Ltd,SSYS,Common Stock,"Stratasys Ltd. provides connected, polymer-based 3D printing solutions. The company is headquartered in Eden Prairie, Minnesota.",1517396,NASDAQ,USD,USA,TECHNOLOGY,"COMPUTER PERIPHERAL EQUIPMENT, NEC","7665 COMMERCE WAY, EDEN PRAIRIE, MN, US",December,2021-12-31,1678225000,23060000,None,1.6,14.56,0,0,-0.98,9.57,-0.102,-0.122,-0.0409,-0.0723,607219000.0,265040000.0,-0.98,0.0,0.173,33.29,-,-,2.764,1.868,2.139,2.901,1.252,42.83,17.82,24.25,24.59,65735000.0,None,None,1594073750.0
Formula Systems (1985) Ltd,FORTY,Common Stock,"Formula Systems (1985) Ltd., provides software, proprietary and non-proprietary software, and software product marketing and support services in Israel and internationally. The company is headquartered in Or Yehuda, Israel.",1045986,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,"5 HAPLADA ST., OR YEHUDA, IL",December,2021-12-31,1552371000,269114000,29,0,35.38,1.56,0.0156,3.5,157.33,0.0227,0.0865,0.0494,0.124,2405510000.0,563859000.0,3.5,0.31,0.213,None,29,-,0.645,2.856,0.732,8.46,0.491,142.0,80.34,105.62,104.25,15294300.0,2022-05-06,2022-04-11,1615383966.0
LumiraDx Limited Common Shares,LMDX,Common Stock,None,1685428,NASDAQ,USD,USA,TECHNOLOGY,GENERAL,NONE,December,2021-12-31,1468210000,None,None,None,0.643,0,0,-0.62,2.58,-0.24,-0.259,-0.118,0.0,421428000.0,151540000.0,-0.62,0.0,0.053,10.56,-,-,3.484,10.11,4.388,40.43,None,11.09,4.61,7.83,8.99,207462000.0,None,None,1624427460.0
VEON Ltd,VEON,Common Stock,"VEON Ltd., provides fixed line and mobile telecommunications services. The company is headquartered in Amsterdam, the Netherlands.",1468091,NASDAQ,USD,USA,TECHNOLOGY,RADIOTELEPHONE COMMUNICATIONS,"CLAUDE DEBUSSYLAAN 88, AMSTERDAM, NETHERLANDS",December,2021-12-31,1340101000,3383999000,1.906,-0.63,0.86,0,0,0.385,4.453,0.0865,0.201,0.0642,0.516,7788000000.0,7788000000.0,0.385,44.67,0.027,2.67,1.906,-,0.172,3.175,1.164,2.786,1.558,2.38,0.24,0.936,1.659,1749130000.0,2020-03-05,2020-02-26,1637185680.0
Docebo Inc,DCBO,Common Stock,"Docebo Inc. provides a cloud-based learning management system to train internal and external workforce, partners, and customers in North America, Europe, and the Asia-Pacific region. The company is headquartered in Toronto, Canada.",1829959,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"366 ADELAIDE ST. WEST, SUITE 701, TORONTO, ON, CA",December,2021-12-31,1673193000,None,None,None,5.8,0,0,-0.414,3.172,-0.131,-0.124,-0.0311,-0.0696,104242000.0,83456000.0,-0.414,0.0,0.589,79.79,-,-,16.05,9.55,14.54,-,1.469,92.75,38.31,50.23,65.28,32865700.0,None,None,1650844111.0
Cerence Inc,CRNC,Common Stock,"Cerence Inc. provides assistants and innovations with artificial intelligence technology for connected and autonomous vehicles. Offers state-of-the-art software components; components connected to the cloud; tool kits; Applications; and virtual assistant for coexistence and professional services. The company is headquartered in Burlington, Massachusetts.",1768267,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"15 WAYSIDE ROAD, BURLINGTON, MA, US",September,2021-12-31,1462481000,101356000,33.43,None,26.8,0,0,1.117,10.16,0.113,0.195,0.0278,0.0431,387965000.0,293624000.0,1.117,-0.101,0.008,54.08,33.43,20.12,3.77,1.43,4.242,16.63,2.86,127.8,28.72,42.18,83.57,39166600.0,None,None,1652047188.0
Kingsoft Cloud Holdings Limited,KC,Common Stock,"Kingsoft Cloud Holdings Limited provides cloud services to companies and organizations in China. The company is headquartered in Beijing, the People's Republic of China.",1795589,NASDAQ,USD,China,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"BUILDING E, XIAOMI SCIENCE AND TECHNOLOG, HAIDIAN DISTRICT, BEIJING, CHINA",December,2021-12-31,1499878000,None,None,None,43.62,0,0,-1.09,39.49,-0.175,-0.2,-0.0686,-0.161,9060784000.0,351288000.0,-1.09,0.0,0.383,22.4,-,-,0.166,0.968,0.0898,-,None,50.02,2.5,6.83,20.46,243092000.0,None,None,1660318360.0
Embark Technology Inc. Common Stock,EMBK,Common Stock,None,1827980,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,"424 TOWNSEND STREET, SAN FRANCISCO, CA, US",December,2021-12-31,2762705000,None,None,None,0.522,0,0,-0.67,0.0,0.0,0.0,-0.356,-0.813,0.0,0.0,-0.67,0.0,0.0,6.5,-,-,-,11.49,-,-,None,10.49,3.01,4.578,6.15,362873000.0,None,None,1661232594.0
Gogo Inc,GOGO,Common Stock,"Gogo Inc., provides inflight broadband connectivity and wireless entertainment services to the aviation industry in the United States and internationally. The company is headquartered in Chicago, Illinois.",1537054,NASDAQ,USD,USA,TECHNOLOGY,"COMMUNICATIONS SERVICES, NEC","111 N. CANAL ST., SUITE 1500, CHICAGO, IL, US",December,2021-12-31,2106682000,143608000,15.25,-0.43,-4.129,0,0,1.246,3.247,0.455,0.359,0.114,0.0,335716000.0,233521000.0,1.246,164.3,0.189,19.96,15.25,27.17,6.28,-,8.68,61.13,0.995,19.82,9.61,15.09,13.77,110878000.0,None,None,1673149020.0
